fund_name,nav_date,nav_value
DSP Midcap Fund – Direct Plan – Growth,2014-09-16,30.961
DSP Midcap Fund – Direct Plan – Growth,2014-09-17,31.183
DSP Midcap Fund – Direct Plan – Growth,2014-09-18,31.893
DSP Midcap Fund – Direct Plan – Growth,2014-09-19,32.144
DSP Midcap Fund – Direct Plan – Growth,2014-09-22,32.155
DSP Midcap Fund – Direct Plan – Growth,2014-09-23,31.337
DSP Midcap Fund – Direct Plan – Growth,2014-09-24,31.009
DSP Midcap Fund – Direct Plan – Growth,2014-09-25,30.22
DSP Midcap Fund – Direct Plan – Growth,2014-09-26,30.556
DSP Midcap Fund – Direct Plan – Growth,2014-09-29,30.944
DSP Midcap Fund – Direct Plan – Growth,2014-09-30,30.923
DSP Midcap Fund – Direct Plan – Growth,2014-10-01,30.806
DSP Midcap Fund – Direct Plan – Growth,2014-10-07,30.441
DSP Midcap Fund – Direct Plan – Growth,2014-10-08,30.425
DSP Midcap Fund – Direct Plan – Growth,2014-10-09,31.132
DSP Midcap Fund – Direct Plan – Growth,2014-10-10,30.629
DSP Midcap Fund – Direct Plan – Growth,2014-10-13,30.747
DSP Midcap Fund – Direct Plan – Growth,2014-10-14,30.759
DSP Midcap Fund – Direct Plan – Growth,2014-10-16,30.046
DSP Midcap Fund – Direct Plan – Growth,2014-10-17,30.023
DSP Midcap Fund – Direct Plan – Growth,2014-10-20,30.402
DSP Midcap Fund – Direct Plan – Growth,2014-10-21,30.553
DSP Midcap Fund – Direct Plan – Growth,2014-10-22,30.914
DSP Midcap Fund – Direct Plan – Growth,2014-10-27,30.913
DSP Midcap Fund – Direct Plan – Growth,2014-10-28,31.071
DSP Midcap Fund – Direct Plan – Growth,2014-10-29,31.386
DSP Midcap Fund – Direct Plan – Growth,2014-10-30,31.655
DSP Midcap Fund – Direct Plan – Growth,2014-10-31,32.125
DSP Midcap Fund – Direct Plan – Growth,2014-11-03,32.538
DSP Midcap Fund – Direct Plan – Growth,2014-11-05,32.679
DSP Midcap Fund – Direct Plan – Growth,2014-11-07,32.736
DSP Midcap Fund – Direct Plan – Growth,2014-11-10,32.752
DSP Midcap Fund – Direct Plan – Growth,2014-11-11,32.988
DSP Midcap Fund – Direct Plan – Growth,2014-11-12,33.284
DSP Midcap Fund – Direct Plan – Growth,2014-11-13,33.085
DSP Midcap Fund – Direct Plan – Growth,2014-11-14,33.377
DSP Midcap Fund – Direct Plan – Growth,2014-11-17,33.855
DSP Midcap Fund – Direct Plan – Growth,2014-11-18,33.834
DSP Midcap Fund – Direct Plan – Growth,2014-11-19,33.615
DSP Midcap Fund – Direct Plan – Growth,2014-11-20,33.72
DSP Midcap Fund – Direct Plan – Growth,2014-11-21,33.782
DSP Midcap Fund – Direct Plan – Growth,2014-11-24,33.72
DSP Midcap Fund – Direct Plan – Growth,2014-11-25,33.233
DSP Midcap Fund – Direct Plan – Growth,2014-11-26,33.687
DSP Midcap Fund – Direct Plan – Growth,2014-11-27,33.956
DSP Midcap Fund – Direct Plan – Growth,2014-11-28,34.422
DSP Midcap Fund – Direct Plan – Growth,2014-12-01,34.093
DSP Midcap Fund – Direct Plan – Growth,2014-12-02,34.362
DSP Midcap Fund – Direct Plan – Growth,2014-12-03,34.819
DSP Midcap Fund – Direct Plan – Growth,2014-12-04,35.318
DSP Midcap Fund – Direct Plan – Growth,2014-12-05,35.177
DSP Midcap Fund – Direct Plan – Growth,2014-12-08,34.452
DSP Midcap Fund – Direct Plan – Growth,2014-12-09,34.058
DSP Midcap Fund – Direct Plan – Growth,2014-12-10,34.597
DSP Midcap Fund – Direct Plan – Growth,2014-12-11,34.395
DSP Midcap Fund – Direct Plan – Growth,2014-12-12,34.036
DSP Midcap Fund – Direct Plan – Growth,2014-12-15,34.044
DSP Midcap Fund – Direct Plan – Growth,2014-12-16,33.143
DSP Midcap Fund – Direct Plan – Growth,2014-12-17,32.906
DSP Midcap Fund – Direct Plan – Growth,2014-12-18,33.987
DSP Midcap Fund – Direct Plan – Growth,2014-12-19,34.39
DSP Midcap Fund – Direct Plan – Growth,2014-12-22,34.569
DSP Midcap Fund – Direct Plan – Growth,2014-12-23,34.559
DSP Midcap Fund – Direct Plan – Growth,2014-12-24,34.529
DSP Midcap Fund – Direct Plan – Growth,2014-12-26,34.73
DSP Midcap Fund – Direct Plan – Growth,2014-12-29,34.872
DSP Midcap Fund – Direct Plan – Growth,2014-12-30,35.15
DSP Midcap Fund – Direct Plan – Growth,2014-12-31,35.412
DSP Midcap Fund – Direct Plan – Growth,2015-01-01,35.602
DSP Midcap Fund – Direct Plan – Growth,2015-01-02,35.824
DSP Midcap Fund – Direct Plan – Growth,2015-01-05,35.91
DSP Midcap Fund – Direct Plan – Growth,2015-01-06,34.9
DSP Midcap Fund – Direct Plan – Growth,2015-01-07,35.097
DSP Midcap Fund – Direct Plan – Growth,2015-01-08,35.867
DSP Midcap Fund – Direct Plan – Growth,2015-01-09,35.764
DSP Midcap Fund – Direct Plan – Growth,2015-01-12,36.046
DSP Midcap Fund – Direct Plan – Growth,2015-01-13,36.242
DSP Midcap Fund – Direct Plan – Growth,2015-01-14,36.11
DSP Midcap Fund – Direct Plan – Growth,2015-01-15,36.785
DSP Midcap Fund – Direct Plan – Growth,2015-01-16,36.754
DSP Midcap Fund – Direct Plan – Growth,2015-01-19,36.796
DSP Midcap Fund – Direct Plan – Growth,2015-01-20,36.944
DSP Midcap Fund – Direct Plan – Growth,2015-01-21,36.853
DSP Midcap Fund – Direct Plan – Growth,2015-01-22,36.961
DSP Midcap Fund – Direct Plan – Growth,2015-01-23,36.804
DSP Midcap Fund – Direct Plan – Growth,2015-01-27,36.882
DSP Midcap Fund – Direct Plan – Growth,2015-01-28,37.049
DSP Midcap Fund – Direct Plan – Growth,2015-01-29,36.893
DSP Midcap Fund – Direct Plan – Growth,2015-01-30,36.647
DSP Midcap Fund – Direct Plan – Growth,2015-02-02,36.596
DSP Midcap Fund – Direct Plan – Growth,2015-02-03,36.376
DSP Midcap Fund – Direct Plan – Growth,2015-02-04,36.146
DSP Midcap Fund – Direct Plan – Growth,2015-02-05,35.75
DSP Midcap Fund – Direct Plan – Growth,2015-02-06,35.265
DSP Midcap Fund – Direct Plan – Growth,2015-02-09,34.723
DSP Midcap Fund – Direct Plan – Growth,2015-02-10,35.185
DSP Midcap Fund – Direct Plan – Growth,2015-02-11,35.784
DSP Midcap Fund – Direct Plan – Growth,2015-02-12,36.509
DSP Midcap Fund – Direct Plan – Growth,2015-02-13,36.816
DSP Midcap Fund – Direct Plan – Growth,2015-02-16,36.611
DSP Midcap Fund – Direct Plan – Growth,2015-02-18,36.956
DSP Midcap Fund – Direct Plan – Growth,2015-02-19,36.974
DSP Midcap Fund – Direct Plan – Growth,2015-02-20,36.977
DSP Midcap Fund – Direct Plan – Growth,2015-02-23,36.532
DSP Midcap Fund – Direct Plan – Growth,2015-02-24,36.408
DSP Midcap Fund – Direct Plan – Growth,2015-02-25,36.469
DSP Midcap Fund – Direct Plan – Growth,2015-02-26,36.09
DSP Midcap Fund – Direct Plan – Growth,2015-02-27,36.718
DSP Midcap Fund – Direct Plan – Growth,2015-03-02,37.872
DSP Midcap Fund – Direct Plan – Growth,2015-03-03,38.238
DSP Midcap Fund – Direct Plan – Growth,2015-03-04,37.636
DSP Midcap Fund – Direct Plan – Growth,2015-03-05,38.052
DSP Midcap Fund – Direct Plan – Growth,2015-03-09,37.404
DSP Midcap Fund – Direct Plan – Growth,2015-03-10,37.279
DSP Midcap Fund – Direct Plan – Growth,2015-03-11,37.201
DSP Midcap Fund – Direct Plan – Growth,2015-03-12,37.617
DSP Midcap Fund – Direct Plan – Growth,2015-03-13,37.022
DSP Midcap Fund – Direct Plan – Growth,2015-03-16,36.902
DSP Midcap Fund – Direct Plan – Growth,2015-03-17,37.044
DSP Midcap Fund – Direct Plan – Growth,2015-03-18,37.265
DSP Midcap Fund – Direct Plan – Growth,2015-03-19,37.031
DSP Midcap Fund – Direct Plan – Growth,2015-03-20,36.427
DSP Midcap Fund – Direct Plan – Growth,2015-03-23,36.118
DSP Midcap Fund – Direct Plan – Growth,2015-03-24,35.928
DSP Midcap Fund – Direct Plan – Growth,2015-03-25,35.612
DSP Midcap Fund – Direct Plan – Growth,2015-03-26,35.152
DSP Midcap Fund – Direct Plan – Growth,2015-03-27,35.382
DSP Midcap Fund – Direct Plan – Growth,2015-03-30,36.241
DSP Midcap Fund – Direct Plan – Growth,2015-03-31,36.492
DSP Midcap Fund – Direct Plan – Growth,2015-04-01,37.022
DSP Midcap Fund – Direct Plan – Growth,2015-04-06,37.259
DSP Midcap Fund – Direct Plan – Growth,2015-04-07,37.432
DSP Midcap Fund – Direct Plan – Growth,2015-04-08,37.827
DSP Midcap Fund – Direct Plan – Growth,2015-04-09,38.031
DSP Midcap Fund – Direct Plan – Growth,2015-04-10,38.114
DSP Midcap Fund – Direct Plan – Growth,2015-04-13,38.259
DSP Midcap Fund – Direct Plan – Growth,2015-04-15,38.34
DSP Midcap Fund – Direct Plan – Growth,2015-04-16,37.912
DSP Midcap Fund – Direct Plan – Growth,2015-04-17,37.721
DSP Midcap Fund – Direct Plan – Growth,2015-04-20,37.122
DSP Midcap Fund – Direct Plan – Growth,2015-04-21,37.072
DSP Midcap Fund – Direct Plan – Growth,2015-04-22,36.926
DSP Midcap Fund – Direct Plan – Growth,2015-04-23,36.766
DSP Midcap Fund – Direct Plan – Growth,2015-04-24,35.726
DSP Midcap Fund – Direct Plan – Growth,2015-04-27,34.531
DSP Midcap Fund – Direct Plan – Growth,2015-04-28,35.419
DSP Midcap Fund – Direct Plan – Growth,2015-04-29,35.498
DSP Midcap Fund – Direct Plan – Growth,2015-04-30,35.288
DSP Midcap Fund – Direct Plan – Growth,2015-05-04,35.903
DSP Midcap Fund – Direct Plan – Growth,2015-05-05,36.038
DSP Midcap Fund – Direct Plan – Growth,2015-05-06,34.908
DSP Midcap Fund – Direct Plan – Growth,2015-05-07,33.913
DSP Midcap Fund – Direct Plan – Growth,2015-05-08,34.535
DSP Midcap Fund – Direct Plan – Growth,2015-05-11,35.525
DSP Midcap Fund – Direct Plan – Growth,2015-05-12,34.836
DSP Midcap Fund – Direct Plan – Growth,2015-05-13,35.053
DSP Midcap Fund – Direct Plan – Growth,2015-05-14,35.514
DSP Midcap Fund – Direct Plan – Growth,2015-05-15,35.688
DSP Midcap Fund – Direct Plan – Growth,2015-05-18,35.751
DSP Midcap Fund – Direct Plan – Growth,2015-05-19,35.76
DSP Midcap Fund – Direct Plan – Growth,2015-05-20,35.725
DSP Midcap Fund – Direct Plan – Growth,2015-05-21,35.557
DSP Midcap Fund – Direct Plan – Growth,2015-05-22,35.554
DSP Midcap Fund – Direct Plan – Growth,2015-05-25,35.367
DSP Midcap Fund – Direct Plan – Growth,2015-05-26,35.302
DSP Midcap Fund – Direct Plan – Growth,2015-05-27,35.29
DSP Midcap Fund – Direct Plan – Growth,2015-05-28,35.277
DSP Midcap Fund – Direct Plan – Growth,2015-05-29,35.999
DSP Midcap Fund – Direct Plan – Growth,2015-06-01,36.255
DSP Midcap Fund – Direct Plan – Growth,2015-06-02,35.527
DSP Midcap Fund – Direct Plan – Growth,2015-06-03,34.861
DSP Midcap Fund – Direct Plan – Growth,2015-06-04,34.89
DSP Midcap Fund – Direct Plan – Growth,2015-06-05,34.928
DSP Midcap Fund – Direct Plan – Growth,2015-06-08,34.455
DSP Midcap Fund – Direct Plan – Growth,2015-06-09,34.378
DSP Midcap Fund – Direct Plan – Growth,2015-06-10,34.724
DSP Midcap Fund – Direct Plan – Growth,2015-06-11,34.291
DSP Midcap Fund – Direct Plan – Growth,2015-06-12,34.175
DSP Midcap Fund – Direct Plan – Growth,2015-06-15,34.165
DSP Midcap Fund – Direct Plan – Growth,2015-06-16,34.335
DSP Midcap Fund – Direct Plan – Growth,2015-06-17,34.816
DSP Midcap Fund – Direct Plan – Growth,2015-06-18,35.263
DSP Midcap Fund – Direct Plan – Growth,2015-06-19,35.401
DSP Midcap Fund – Direct Plan – Growth,2015-06-22,35.923
DSP Midcap Fund – Direct Plan – Growth,2015-06-23,36.202
DSP Midcap Fund – Direct Plan – Growth,2015-06-24,36.005
DSP Midcap Fund – Direct Plan – Growth,2015-06-25,36.202
DSP Midcap Fund – Direct Plan – Growth,2015-06-26,36.333
DSP Midcap Fund – Direct Plan – Growth,2015-06-29,36.007
DSP Midcap Fund – Direct Plan – Growth,2015-06-30,36.358
DSP Midcap Fund – Direct Plan – Growth,2015-07-01,36.919
DSP Midcap Fund – Direct Plan – Growth,2015-07-02,37.191
DSP Midcap Fund – Direct Plan – Growth,2015-07-03,37.076
DSP Midcap Fund – Direct Plan – Growth,2015-07-06,37.608
DSP Midcap Fund – Direct Plan – Growth,2015-07-07,37.821
DSP Midcap Fund – Direct Plan – Growth,2015-07-08,37.372
DSP Midcap Fund – Direct Plan – Growth,2015-07-09,37.276
DSP Midcap Fund – Direct Plan – Growth,2015-07-10,37.443
DSP Midcap Fund – Direct Plan – Growth,2015-07-13,37.827
DSP Midcap Fund – Direct Plan – Growth,2015-07-14,38.038
DSP Midcap Fund – Direct Plan – Growth,2015-07-15,38.228
DSP Midcap Fund – Direct Plan – Growth,2015-07-16,38.64
DSP Midcap Fund – Direct Plan – Growth,2015-07-17,38.816
DSP Midcap Fund – Direct Plan – Growth,2015-07-20,38.911
DSP Midcap Fund – Direct Plan – Growth,2015-07-21,38.403
DSP Midcap Fund – Direct Plan – Growth,2015-07-22,38.909
DSP Midcap Fund – Direct Plan – Growth,2015-07-23,39.124
DSP Midcap Fund – Direct Plan – Growth,2015-07-24,38.844
DSP Midcap Fund – Direct Plan – Growth,2015-07-27,38.322
DSP Midcap Fund – Direct Plan – Growth,2015-07-28,38.536
DSP Midcap Fund – Direct Plan – Growth,2015-07-29,38.777
DSP Midcap Fund – Direct Plan – Growth,2015-07-30,39.211
DSP Midcap Fund – Direct Plan – Growth,2015-07-31,39.413
DSP Midcap Fund – Direct Plan – Growth,2015-08-03,39.368
DSP Midcap Fund – Direct Plan – Growth,2015-08-04,39.616
DSP Midcap Fund – Direct Plan – Growth,2015-08-05,39.836
DSP Midcap Fund – Direct Plan – Growth,2015-08-06,39.778
DSP Midcap Fund – Direct Plan – Growth,2015-08-07,39.97
DSP Midcap Fund – Direct Plan – Growth,2015-08-10,40.055
DSP Midcap Fund – Direct Plan – Growth,2015-08-11,39.59
DSP Midcap Fund – Direct Plan – Growth,2015-08-12,38.567
DSP Midcap Fund – Direct Plan – Growth,2015-08-13,38.314
DSP Midcap Fund – Direct Plan – Growth,2015-08-14,39.086
DSP Midcap Fund – Direct Plan – Growth,2015-08-17,39.238
DSP Midcap Fund – Direct Plan – Growth,2015-08-18,39.673
DSP Midcap Fund – Direct Plan – Growth,2015-08-19,39.668
DSP Midcap Fund – Direct Plan – Growth,2015-08-20,39.035
DSP Midcap Fund – Direct Plan – Growth,2015-08-21,38.804
DSP Midcap Fund – Direct Plan – Growth,2015-08-24,35.798
DSP Midcap Fund – Direct Plan – Growth,2015-08-25,36.446
DSP Midcap Fund – Direct Plan – Growth,2015-08-26,36.326
DSP Midcap Fund – Direct Plan – Growth,2015-08-27,37.112
DSP Midcap Fund – Direct Plan – Growth,2015-08-28,37.245
DSP Midcap Fund – Direct Plan – Growth,2015-08-31,37.205
DSP Midcap Fund – Direct Plan – Growth,2015-09-01,36.262
DSP Midcap Fund – Direct Plan – Growth,2015-09-02,36.109
DSP Midcap Fund – Direct Plan – Growth,2015-09-03,36.547
DSP Midcap Fund – Direct Plan – Growth,2015-09-04,35.76
DSP Midcap Fund – Direct Plan – Growth,2015-09-07,35.169
DSP Midcap Fund – Direct Plan – Growth,2015-09-08,35.46
DSP Midcap Fund – Direct Plan – Growth,2015-09-09,35.886
DSP Midcap Fund – Direct Plan – Growth,2015-09-10,35.678
DSP Midcap Fund – Direct Plan – Growth,2015-09-11,35.911
DSP Midcap Fund – Direct Plan – Growth,2015-09-14,36.249
DSP Midcap Fund – Direct Plan – Growth,2015-09-15,35.954
DSP Midcap Fund – Direct Plan – Growth,2015-09-16,35.747
DSP Midcap Fund – Direct Plan – Growth,2015-09-18,35.788
DSP Midcap Fund – Direct Plan – Growth,2015-09-21,36.098
DSP Midcap Fund – Direct Plan – Growth,2015-09-22,35.591
DSP Midcap Fund – Direct Plan – Growth,2015-09-23,35.847
DSP Midcap Fund – Direct Plan – Growth,2015-09-24,35.892
DSP Midcap Fund – Direct Plan – Growth,2015-09-28,35.771
DSP Midcap Fund – Direct Plan – Growth,2015-09-29,35.778
DSP Midcap Fund – Direct Plan – Growth,2015-09-30,36.265
DSP Midcap Fund – Direct Plan – Growth,2015-10-01,36.184
DSP Midcap Fund – Direct Plan – Growth,2015-10-05,36.641
DSP Midcap Fund – Direct Plan – Growth,2015-10-06,36.802
DSP Midcap Fund – Direct Plan – Growth,2015-10-07,36.9
DSP Midcap Fund – Direct Plan – Growth,2015-10-08,36.861
DSP Midcap Fund – Direct Plan – Growth,2015-10-09,36.901
DSP Midcap Fund – Direct Plan – Growth,2015-10-12,36.966
DSP Midcap Fund – Direct Plan – Growth,2015-10-13,37.06
DSP Midcap Fund – Direct Plan – Growth,2015-10-14,37.316
DSP Midcap Fund – Direct Plan – Growth,2015-10-15,37.462
DSP Midcap Fund – Direct Plan – Growth,2015-10-16,37.733
DSP Midcap Fund – Direct Plan – Growth,2015-10-19,37.951
DSP Midcap Fund – Direct Plan – Growth,2015-10-20,37.987
DSP Midcap Fund – Direct Plan – Growth,2015-10-21,37.765
DSP Midcap Fund – Direct Plan – Growth,2015-10-23,37.556
DSP Midcap Fund – Direct Plan – Growth,2015-10-26,37.356
DSP Midcap Fund – Direct Plan – Growth,2015-10-27,37.414
DSP Midcap Fund – Direct Plan – Growth,2015-10-28,37.455
DSP Midcap Fund – Direct Plan – Growth,2015-10-29,37.348
DSP Midcap Fund – Direct Plan – Growth,2015-10-30,37.225
DSP Midcap Fund – Direct Plan – Growth,2015-11-02,37.101
DSP Midcap Fund – Direct Plan – Growth,2015-11-03,37.132
DSP Midcap Fund – Direct Plan – Growth,2015-11-04,37.126
DSP Midcap Fund – Direct Plan – Growth,2015-11-05,36.656
DSP Midcap Fund – Direct Plan – Growth,2015-11-06,36.32
DSP Midcap Fund – Direct Plan – Growth,2015-11-09,36.488
DSP Midcap Fund – Direct Plan – Growth,2015-11-10,36.091
DSP Midcap Fund – Direct Plan – Growth,2015-11-13,36.227
DSP Midcap Fund – Direct Plan – Growth,2015-11-16,36.422
DSP Midcap Fund – Direct Plan – Growth,2015-11-17,36.609
DSP Midcap Fund – Direct Plan – Growth,2015-11-18,36.434
DSP Midcap Fund – Direct Plan – Growth,2015-11-19,36.94
DSP Midcap Fund – Direct Plan – Growth,2015-11-20,37.144
DSP Midcap Fund – Direct Plan – Growth,2015-11-23,37.251
DSP Midcap Fund – Direct Plan – Growth,2015-11-24,37.314
DSP Midcap Fund – Direct Plan – Growth,2015-11-26,37.321
DSP Midcap Fund – Direct Plan – Growth,2015-11-27,37.761
DSP Midcap Fund – Direct Plan – Growth,2015-11-30,38.0
DSP Midcap Fund – Direct Plan – Growth,2015-12-01,38.095
DSP Midcap Fund – Direct Plan – Growth,2015-12-02,37.939
DSP Midcap Fund – Direct Plan – Growth,2015-12-03,37.825
DSP Midcap Fund – Direct Plan – Growth,2015-12-04,37.633
DSP Midcap Fund – Direct Plan – Growth,2015-12-07,37.557
DSP Midcap Fund – Direct Plan – Growth,2015-12-08,37.182
DSP Midcap Fund – Direct Plan – Growth,2015-12-09,36.386
DSP Midcap Fund – Direct Plan – Growth,2015-12-10,36.698
DSP Midcap Fund – Direct Plan – Growth,2015-12-11,36.418
DSP Midcap Fund – Direct Plan – Growth,2015-12-14,36.422
DSP Midcap Fund – Direct Plan – Growth,2015-12-15,36.592
DSP Midcap Fund – Direct Plan – Growth,2015-12-16,36.78
DSP Midcap Fund – Direct Plan – Growth,2015-12-17,37.395
DSP Midcap Fund – Direct Plan – Growth,2015-12-18,37.298
DSP Midcap Fund – Direct Plan – Growth,2015-12-21,37.6
DSP Midcap Fund – Direct Plan – Growth,2015-12-22,37.554
DSP Midcap Fund – Direct Plan – Growth,2015-12-23,37.897
DSP Midcap Fund – Direct Plan – Growth,2015-12-24,38.003
DSP Midcap Fund – Direct Plan – Growth,2015-12-28,38.134
DSP Midcap Fund – Direct Plan – Growth,2015-12-29,38.192
DSP Midcap Fund – Direct Plan – Growth,2015-12-30,38.156
DSP Midcap Fund – Direct Plan – Growth,2015-12-31,38.229
DSP Midcap Fund – Direct Plan – Growth,2016-01-01,38.673
DSP Midcap Fund – Direct Plan – Growth,2016-01-04,38.128
DSP Midcap Fund – Direct Plan – Growth,2016-01-05,38.452
DSP Midcap Fund – Direct Plan – Growth,2016-01-06,38.529
